Home Team,Home Abbreviation,Home ID,Home Score,Home Q1,Home Q2,Home Q3,Home Q4,Away Team,Away Abbreviation,Away ID,Away Score,Away Q1,Away Q2,Away Q3,Away Q4
Toronto Raptors,TOR,28,120.0,26.0,32.0,40.0,22.0,Los Angeles Lakers,LAL,13,123.0,31.0,36.0,33.0,23.0
New Orleans Pelicans,NO,3,116.0,30.0,32.0,28.0,26.0,Minnesota Timberwolves,MIN,16,125.0,35.0,27.0,26.0,37.0
Boston Celtics,BOS,2,126.0,39.0,30.0,28.0,29.0,Los Angeles Lakers,LAL,13,105.0,17.0,29.0,36.0,23.0
Orlando Magic,ORL,19,106.0,30.0,27.0,30.0,19.0,Miami Heat,MIA,14,105.0,28.0,32.0,19.0,26.0
Atlanta Hawks,ATL,1,133.0,41.0,32.0,30.0,30.0,Denver Nuggets,DEN,7,134.0,23.0,31.0,40.0,40.0
Cleveland Cavaliers,CLE,5,130.0,30.0,34.0,44.0,22.0,San Antonio Spurs,SA,24,117.0,35.0,37.0,19.0,26.0
Detroit Pistons,DET,8,122.0,30.0,35.0,19.0,38.0,Portland Trail Blazers,POR,22,116.0,28.0,30.0,27.0,31.0
New York Knicks,NY,18,146.0,41.0,27.0,47.0,31.0,Utah Jazz,UTAH,26,112.0,13.0,34.0,30.0,35.0
Toronto Raptors,TOR,28,86.0,24.0,18.0,28.0,16.0,Charlotte Hornets,CHA,30,111.0,18.0,35.0,25.0,33.0
Chicago Bulls,CHI,4,105.0,33.0,24.0,26.0,22.0,Indiana Pacers,IND,11,120.0,30.0,32.0,30.0,28.0
Houston Rockets,HOU,10,117.0,24.0,44.0,29.0,20.0,Phoenix Suns,PHX,21,98.0,31.0,27.0,14.0,26.0
Memphis Grizzlies,MEM,29,107.0,30.0,24.0,30.0,23.0,LA Clippers,LAC,12,98.0,33.0,25.0,23.0,17.0
Milwaukee Bucks,MIL,15,101.0,20.0,29.0,28.0,24.0,Philadelphia 76ers,PHI,20,116.0,33.0,36.0,24.0,23.0
Oklahoma City Thunder,OKC,25,132.0,27.0,36.0,41.0,28.0,Dallas Mavericks,DAL,6,111.0,27.0,21.0,26.0,37.0
Brooklyn Nets,BKN,17,119.0,35.0,27.0,34.0,23.0,New Orleans Pelicans,NO,3,101.0,24.0,20.0,31.0,26.0
Washington Wizards,WSH,27,116.0,28.0,27.0,38.0,23.0,Atlanta Hawks,ATL,1,131.0,35.0,35.0,27.0,34.0
Cleveland Cavaliers,CLE,5,94.0,18.0,18.0,26.0,32.0,Golden State Warriors,GS,9,99.0,12.0,33.0,27.0,27.0
Detroit Pistons,DET,8,124.0,29.0,32.0,30.0,33.0,Milwaukee Bucks,MIL,15,112.0,22.0,34.0,25.0,31.0
Miami Heat,MIA,14,111.0,31.0,24.0,23.0,33.0,Sacramento Kings,SAC,23,127.0,34.0,38.0,29.0,26.0
Minnesota Timberwolves,MIN,16,109.0,22.0,20.0,30.0,37.0,LA Clippers,LAC,12,106.0,34.0,22.0,22.0,28.0
Dallas Mavericks,DAL,6,122.0,29.0,28.0,37.0,28.0,Houston Rockets,HOU,10,109.0,26.0,31.0,20.0,32.0
New York Knicks,NY,18,106.0,35.0,19.0,28.0,24.0,Orlando Magic,ORL,19,100.0,31.0,24.0,18.0,27.0
Toronto Raptors,TOR,28,113.0,26.0,33.0,32.0,22.0,Boston Celtics,BOS,2,121.0,34.0,43.0,20.0,24.0
Charlotte Hornets,CHA,30,106.0,34.0,24.0,23.0,25.0,Denver Nuggets,DEN,7,115.0,34.0,23.0,30.0,28.0
Memphis Grizzlies,MEM,29,119.0,40.0,26.0,26.0,27.0,Portland Trail Blazers,POR,22,96.0,20.0,26.0,32.0,18.0
Chicago Bulls,CHI,4,91.0,25.0,21.0,30.0,15.0,Golden State Warriors,GS,9,123.0,38.0,22.0,27.0,36.0
Philadelphia 76ers,PHI,20,108.0,30.0,30.0,24.0,24.0,Los Angeles Lakers,LAL,13,112.0,30.0,23.0,34.0,25.0
Utah Jazz,UTAH,26,101.0,20.0,28.0,23.0,30.0,Oklahoma City Thunder,OKC,25,131.0,45.0,29.0,32.0,25.0
Indiana Pacers,IND,11,116.0,35.0,31.0,26.0,24.0,Sacramento Kings,SAC,23,105.0,23.0,28.0,37.0,17.0
Minnesota Timberwolves,MIN,16,105.0,23.0,34.0,27.0,21.0,Phoenix Suns,PHX,21,108.0,29.0,32.0,23.0,24.0
New Orleans Pelicans,NO,3,132.0,25.0,32.0,45.0,30.0,San Antonio Spurs,SA,24,135.0,35.0,42.0,23.0,35.0
Orlando Magic,ORL,19,117.0,17.0,39.0,33.0,28.0,Miami Heat,MIA,14,108.0,30.0,27.0,26.0,25.0
Toronto Raptors,TOR,28,101.0,39.0,13.0,27.0,22.0,New York Knicks,NY,18,117.0,35.0,34.0,25.0,23.0
Oklahoma City Thunder,OKC,25,138.0,38.0,36.0,36.0,28.0,Phoenix Suns,PHX,21,89.0,23.0,25.0,24.0,17.0
Los Angeles Lakers,LAL,13,119.0,30.0,28.0,29.0,32.0,San Antonio Spurs,SA,24,132.0,39.0,31.0,34.0,28.0
Houston Rockets,HOU,10,115.0,29.0,22.0,29.0,35.0,LA Clippers,LAC,12,113.0,29.0,25.0,28.0,31.0
Milwaukee Bucks,MIL,15,116.0,29.0,31.0,27.0,29.0,Boston Celtics,BOS,2,101.0,35.0,32.0,13.0,21.0
New Orleans Pelicans,NO,3,143.0,39.0,31.0,35.0,38.0,Portland Trail Blazers,POR,22,120.0,30.0,38.0,29.0,23.0
Sacramento Kings,SAC,23,105.0,26.0,28.0,27.0,24.0,Denver Nuggets,DEN,7,136.0,41.0,36.0,32.0,27.0
Charlotte Hornets,CHA,30,126.0,29.0,32.0,31.0,34.0,Chicago Bulls,CHI,4,129.0,33.0,22.0,34.0,40.0
Detroit Pistons,DET,8,142.0,34.0,35.0,35.0,38.0,Atlanta Hawks,ATL,1,115.0,33.0,27.0,19.0,36.0
Philadelphia 76ers,PHI,20,115.0,34.0,29.0,27.0,25.0,Indiana Pacers,IND,11,105.0,31.0,27.0,32.0,15.0
Washington Wizards,WSH,27,126.0,24.0,36.0,40.0,26.0,Cleveland Cavaliers,CLE,5,130.0,35.0,27.0,23.0,45.0
Memphis Grizzlies,MEM,29,126.0,31.0,33.0,33.0,29.0,Utah Jazz,UTAH,26,130.0,36.0,25.0,42.0,27.0
Dallas Mavericks,DAL,6,119.0,32.0,33.0,25.0,29.0,Brooklyn Nets,BKN,17,111.0,33.0,28.0,31.0,19.0
Golden State Warriors,GS,9,120.0,27.0,36.0,28.0,29.0,Minnesota Timberwolves,MIN,16,127.0,28.0,33.0,27.0,39.0
Orlando Magic,ORL,19,120.0,36.0,28.0,28.0,28.0,New York Knicks,NY,18,132.0,33.0,38.0,29.0,32.0
Oklahoma City Thunder,OKC,25,109.0,31.0,18.0,28.0,32.0,San Antonio Spurs,SA,24,111.0,20.0,26.0,32.0,33.0
Indiana Pacers,IND,11,89.0,32.0,15.0,19.0,23.0,Washington Wizards,WSH,27,108.0,31.0,27.0,23.0,27.0
Cleveland Cavaliers,CLE,5,111.0,29.0,18.0,32.0,32.0,Charlotte Hornets,CHA,30,119.0,33.0,24.0,31.0,23.0
Atlanta Hawks,ATL,1,120.0,39.0,20.0,35.0,26.0,Philadelphia 76ers,PHI,20,117.0,29.0,26.0,36.0,26.0
Brooklyn Nets,BKN,17,127.0,37.0,28.0,34.0,28.0,Milwaukee Bucks,MIL,15,82.0,25.0,23.0,23.0,11.0
Minnesota Timberwolves,MIN,16,117.0,20.0,31.0,37.0,29.0,Sacramento Kings,SAC,23,103.0,27.0,25.0,32.0,19.0
Chicago Bulls,CHI,4,104.0,26.0,21.0,28.0,29.0,New Orleans Pelicans,NO,3,114.0,21.0,31.0,24.0,38.0
Phoenix Suns,PHX,21,114.0,36.0,26.0,15.0,37.0,Los Angeles Lakers,LAL,13,116.0,31.0,31.0,24.0,30.0
Portland Trail Blazers,POR,22,136.0,34.0,27.0,35.0,40.0,Golden State Warriors,GS,9,131.0,31.0,31.0,37.0,32.0
Boston Celtics,BOS,2,105.0,33.0,24.0,24.0,24.0,Detroit Pistons,DET,8,112.0,25.0,28.0,32.0,27.0
Miami Heat,MIA,14,96.0,22.0,30.0,25.0,19.0,Toronto Raptors,TOR,28,106.0,23.0,23.0,28.0,32.0
Utah Jazz,UTAH,26,140.0,37.0,34.0,21.0,37.0,Dallas Mavericks,DAL,6,133.0,43.0,32.0,24.0,30.0
Denver Nuggets,DEN,7,128.0,24.0,34.0,31.0,28.0,Houston Rockets,HOU,10,125.0,30.0,21.0,35.0,31.0
LA Clippers,LAC,12,103.0,27.0,21.0,28.0,27.0,Memphis Grizzlies,MEM,29,121.0,25.0,31.0,34.0,31.0
New York Knicks,NY,18,124.0,28.0,31.0,30.0,35.0,San Antonio Spurs,SA,24,113.0,30.0,31.0,33.0,19.0
Chicago Bulls,CHI,4,127.0,33.0,29.0,33.0,32.0,Cleveland Cavaliers,CLE,5,111.0,34.0,24.0,30.0,23.0
Minnesota Timberwolves,MIN,16,110.0,27.0,35.0,21.0,27.0,Memphis Grizzlies,MEM,29,116.0,29.0,32.0,27.0,28.0
Charlotte Hornets,CHA,30,133.0,37.0,43.0,27.0,26.0,Atlanta Hawks,ATL,1,126.0,32.0,37.0,26.0,31.0
Indiana Pacers,IND,11,113.0,36.0,26.0,30.0,21.0,New York Knicks,NY,18,114.0,25.0,34.0,27.0,28.0
Brooklyn Nets,BKN,17,95.0,27.0,22.0,24.0,22.0,Miami Heat,MIA,14,106.0,30.0,24.0,23.0,29.0
Oklahoma City Thunder,OKC,25,122.0,27.0,37.0,39.0,19.0,LA Clippers,LAC,12,101.0,33.0,22.0,28.0,18.0
San Antonio Spurs,SA,24,119.0,34.0,23.0,34.0,28.0,Washington Wizards,WSH,27,94.0,27.0,26.0,22.0,19.0
Milwaukee Bucks,MIL,15,105.0,25.0,28.0,23.0,29.0,Toronto Raptors,TOR,28,111.0,31.0,26.0,26.0,28.0
New Orleans Pelicans,NO,3,133.0,24.0,21.0,38.0,36.0,Houston Rockets,HOU,10,128.0,33.0,34.0,32.0,20.0
Dallas Mavericks,DAL,6,116.0,35.0,31.0,25.0,19.0,Detroit Pistons,DET,8,114.0,30.0,27.0,22.0,31.0
Denver Nuggets,DEN,7,126.0,25.0,43.0,31.0,27.0,Orlando Magic,ORL,19,115.0,32.0,22.0,31.0,30.0
Phoenix Suns,PHX,21,99.0,26.0,20.0,24.0,29.0,Golden State Warriors,GS,9,98.0,29.0,24.0,18.0,27.0
Utah Jazz,UTAH,26,135.0,41.0,37.0,28.0,29.0,Los Angeles Lakers,LAL,13,143.0,32.0,41.0,29.0,41.0
Portland Trail Blazers,POR,22,134.0,36.0,27.0,19.0,33.0,Sacramento Kings,SAC,23,133.0,40.0,20.0,23.0,32.0
Boston Celtics,BOS,2,129.0,30.0,28.0,34.0,37.0,Miami Heat,MIA,14,116.0,29.0,29.0,31.0,27.0
New York Knicks,NY,18,107.0,29.0,30.0,28.0,20.0,Philadelphia 76ers,PHI,20,116.0,29.0,28.0,31.0,28.0
Atlanta Hawks,ATL,1,98.0,19.0,25.0,28.0,26.0,San Antonio Spurs,SA,24,126.0,32.0,36.0,34.0,24.0
Cleveland Cavaliers,CLE,5,125.0,32.0,23.0,44.0,26.0,Chicago Bulls,CHI,4,136.0,32.0,34.0,35.0,35.0
Minnesota Timberwolves,MIN,16,112.0,23.0,25.0,35.0,29.0,Oklahoma City Thunder,OKC,25,107.0,33.0,18.0,34.0,22.0
Denver Nuggets,DEN,7,101.0,29.0,16.0,21.0,35.0,Houston Rockets,HOU,10,115.0,26.0,27.0,29.0,33.0
Philadelphia 76ers,PHI,20,121.0,38.0,30.0,23.0,30.0,Dallas Mavericks,DAL,6,114.0,33.0,29.0,35.0,17.0
Toronto Raptors,TOR,28,96.0,20.0,31.0,29.0,16.0,Boston Celtics,BOS,2,112.0,32.0,17.0,34.0,29.0
New Orleans Pelicans,NO,3,128.0,44.0,20.0,34.0,30.0,Indiana Pacers,IND,11,109.0,27.0,22.0,30.0,30.0
Detroit Pistons,DET,8,112.0,33.0,22.0,24.0,33.0,Charlotte Hornets,CHA,30,86.0,27.0,18.0,27.0,14.0
Memphis Grizzlies,MEM,29,122.0,30.0,38.0,27.0,27.0,Washington Wizards,WSH,27,130.0,25.0,28.0,42.0,35.0
Golden State Warriors,GS,9,119.0,32.0,32.0,29.0,26.0,Phoenix Suns,PHX,21,116.0,44.0,23.0,20.0,29.0
Utah Jazz,UTAH,26,127.0,38.0,22.0,22.0,36.0,Orlando Magic,ORL,19,128.0,36.0,29.0,32.0,21.0
Sacramento Kings,SAC,23,93.0,26.0,18.0,25.0,24.0,Portland Trail Blazers,POR,22,98.0,28.0,19.0,25.0,26.0
LA Clippers,LAC,12,103.0,28.0,26.0,26.0,23.0,Los Angeles Lakers,LAL,13,88.0,15.0,24.0,22.0,27.0
Atlanta Hawks,ATL,1,150.0,38.0,35.0,42.0,35.0,Chicago Bulls,CHI,4,152.0,38.0,45.0,33.0,36.0
Brooklyn Nets,BKN,17,96.0,24.0,25.0,18.0,29.0,Toronto Raptors,TOR,28,81.0,18.0,21.0,26.0,16.0
New York Knicks,NY,18,132.0,30.0,36.0,39.0,27.0,Miami Heat,MIA,14,125.0,37.0,25.0,37.0,26.0
Washington Wizards,WSH,27,113.0,28.0,21.0,37.0,27.0,San Antonio Spurs,SA,24,124.0,26.0,43.0,29.0,26.0
Minnesota Timberwolves,MIN,16,103.0,23.0,25.0,27.0,28.0,Milwaukee Bucks,MIL,15,100.0,29.0,31.0,15.0,25.0
Sacramento Kings,SAC,23,125.0,30.0,27.0,25.0,30.0,Houston Rockets,HOU,10,124.0,31.0,37.0,23.0,21.0
Cleveland Cavaliers,CLE,5,139.0,33.0,37.0,34.0,35.0,Charlotte Hornets,CHA,30,132.0,36.0,27.0,32.0,37.0
Boston Celtics,BOS,2,103.0,26.0,17.0,31.0,29.0,Indiana Pacers,IND,11,95.0,35.0,26.0,21.0,13.0
New Orleans Pelicans,NO,3,119.0,36.0,21.0,22.0,40.0,Dallas Mavericks,DAL,6,113.0,34.0,29.0,24.0,26.0
Denver Nuggets,DEN,7,135.0,40.0,29.0,34.0,32.0,Utah Jazz,UTAH,26,112.0,15.0,31.0,38.0,28.0
Oklahoma City Thunder,OKC,25,119.0,31.0,36.0,17.0,35.0,Memphis Grizzlies,MEM,29,103.0,28.0,26.0,19.0,30.0
Golden State Warriors,GS,9,120.0,26.0,32.0,31.0,31.0,Orlando Magic,ORL,19,97.0,30.0,27.0,26.0,14.0
Portland Trail Blazers,POR,22,102.0,26.0,25.0,27.0,24.0,Detroit Pistons,DET,8,110.0,30.0,31.0,34.0,15.0
Charlotte Hornets,CHA,30,126.0,24.0,38.0,30.0,34.0,Washington Wizards,WSH,27,109.0,31.0,34.0,25.0,19.0
Philadelphia 76ers,PHI,20,106.0,27.0,30.0,20.0,29.0,Brooklyn Nets,BKN,17,114.0,27.0,36.0,26.0,25.0
Atlanta Hawks,ATL,1,123.0,36.0,32.0,37.0,18.0,Chicago Bulls,CHI,4,126.0,30.0,25.0,37.0,34.0
Cleveland Cavaliers,CLE,5,141.0,32.0,37.0,41.0,31.0,New Orleans Pelicans,NO,3,118.0,22.0,38.0,31.0,27.0
Indiana Pacers,IND,11,94.0,20.0,24.0,24.0,26.0,Milwaukee Bucks,MIL,15,111.0,26.0,33.0,27.0,25.0
Miami Heat,MIA,14,91.0,16.0,28.0,23.0,24.0,Toronto Raptors,TOR,28,112.0,21.0,30.0,31.0,30.0
Dallas Mavericks,DAL,6,131.0,41.0,25.0,37.0,28.0,Denver Nuggets,DEN,7,130.0,27.0,29.0,47.0,27.0
Minnesota Timberwolves,MIN,16,115.0,31.0,27.0,27.0,30.0,New York Knicks,NY,18,104.0,28.0,24.0,27.0,25.0
San Antonio Spurs,SA,24,130.0,31.0,27.0,29.0,43.0,Oklahoma City Thunder,OKC,25,110.0,29.0,31.0,22.0,28.0
Phoenix Suns,PHX,21,132.0,29.0,38.0,45.0,20.0,Los Angeles Lakers,LAL,13,108.0,26.0,31.0,29.0,22.0
Utah Jazz,UTAH,26,128.0,31.0,36.0,34.0,27.0,Memphis Grizzlies,MEM,29,137.0,37.0,32.0,40.0,28.0
Portland Trail Blazers,POR,22,106.0,21.0,29.0,30.0,26.0,Orlando Magic,ORL,19,110.0,25.0,38.0,26.0,21.0
Sacramento Kings,SAC,23,127.0,24.0,34.0,39.0,30.0,Detroit Pistons,DET,8,136.0,37.0,38.0,40.0,21.0
LA Clippers,LAC,12,128.0,29.0,34.0,35.0,30.0,Houston Rockets,HOU,10,108.0,35.0,23.0,24.0,26.0
New York Knicks,NY,18,126.0,23.0,37.0,24.0,42.0,Cleveland Cavaliers,CLE,5,124.0,38.0,20.0,38.0,28.0
Oklahoma City Thunder,OKC,25,102.0,36.0,24.0,19.0,23.0,San Antonio Spurs,SA,24,117.0,41.0,28.0,26.0,22.0
Golden State Warriors,GS,9,126.0,40.0,31.0,29.0,26.0,Dallas Mavericks,DAL,6,116.0,28.0,30.0,31.0,27.0
Los Angeles Lakers,LAL,13,96.0,25.0,28.0,21.0,22.0,Houston Rockets,HOU,10,119.0,37.0,26.0,29.0,27.0
Denver Nuggets,DEN,7,142.0,32.0,25.0,35.0,23.0,Minnesota Timberwolves,MIN,16,138.0,29.0,26.0,23.0,37.0
Atlanta Hawks,ATL,1,111.0,32.0,19.0,33.0,27.0,Miami Heat,MIA,14,126.0,32.0,31.0,27.0,36.0
Orlando Magic,ORL,19,105.0,28.0,20.0,29.0,28.0,Charlotte Hornets,CHA,30,120.0,38.0,19.0,39.0,24.0
Washington Wizards,WSH,27,138.0,35.0,38.0,29.0,36.0,Toronto Raptors,TOR,28,117.0,32.0,30.0,38.0,17.0
Indiana Pacers,IND,11,122.0,39.0,22.0,30.0,31.0,Boston Celtics,BOS,2,140.0,28.0,47.0,36.0,29.0
Chicago Bulls,CHI,4,109.0,30.0,19.0,32.0,28.0,Philadelphia 76ers,PHI,20,102.0,28.0,24.0,33.0,17.0
Memphis Grizzlies,MEM,29,125.0,25.0,35.0,32.0,33.0,Milwaukee Bucks,MIL,15,104.0,35.0,15.0,33.0,21.0
New Orleans Pelicans,NO,3,108.0,23.0,25.0,32.0,28.0,Phoenix Suns,PHX,21,115.0,26.0,27.0,28.0,34.0
Utah Jazz,UTAH,26,131.0,33.0,34.0,44.0,20.0,Detroit Pistons,DET,8,129.0,36.0,32.0,35.0,26.0
Portland Trail Blazers,POR,22,103.0,35.0,27.0,16.0,25.0,LA Clippers,LAC,12,119.0,25.0,31.0,29.0,34.0
Sacramento Kings,SAC,23,113.0,31.0,28.0,29.0,25.0,Dallas Mavericks,DAL,6,107.0,23.0,21.0,33.0,30.0
Orlando Magic,ORL,19,127.0,23.0,25.0,36.0,43.0,Denver Nuggets,DEN,7,126.0,31.0,31.0,31.0,33.0
New Orleans Pelicans,NO,3,114.0,33.0,22.0,30.0,29.0,Phoenix Suns,PHX,21,123.0,32.0,33.0,28.0,30.0
Atlanta Hawks,ATL,1,125.0,27.0,28.0,34.0,36.0,New York Knicks,NY,18,128.0,33.0,35.0,30.0,30.0
Miami Heat,MIA,14,142.0,29.0,30.0,39.0,44.0,Indiana Pacers,IND,11,116.0,28.0,32.0,34.0,22.0
Chicago Bulls,CHI,4,103.0,26.0,24.0,30.0,23.0,Milwaukee Bucks,MIL,15,112.0,28.0,26.0,31.0,27.0
Houston Rockets,HOU,10,117.0,32.0,28.0,30.0,27.0,Cleveland Cavaliers,CLE,5,100.0,24.0,22.0,17.0,37.0
Minnesota Timberwolves,MIN,16,107.0,30.0,33.0,23.0,21.0,Brooklyn Nets,BKN,17,123.0,33.0,29.0,36.0,25.0
San Antonio Spurs,SA,24,114.0,40.0,20.0,27.0,27.0,Utah Jazz,UTAH,26,127.0,32.0,38.0,28.0,29.0
Toronto Raptors,TOR,28,141.0,33.0,32.0,31.0,26.0,Golden State Warriors,GS,9,127.0,29.0,35.0,36.0,22.0
Oklahoma City Thunder,OKC,25,129.0,32.0,32.0,38.0,27.0,Philadelphia 76ers,PHI,20,104.0,29.0,33.0,24.0,18.0
Washington Wizards,WSH,27,116.0,25.0,35.0,24.0,32.0,Memphis Grizzlies,MEM,29,112.0,27.0,32.0,29.0,24.0
Portland Trail Blazers,POR,22,114.0,31.0,24.0,31.0,28.0,Boston Celtics,BOS,2,108.0,30.0,33.0,22.0,23.0
LA Clippers,LAC,12,112.0,33.0,27.0,32.0,20.0,Detroit Pistons,DET,8,99.0,20.0,22.0,27.0,30.0
Los Angeles Lakers,LAL,13,125.0,30.0,38.0,31.0,26.0,Sacramento Kings,SAC,23,101.0,24.0,29.0,27.0,21.0
Charlotte Hornets,CHA,30,113.0,26.0,40.0,23.0,24.0,Milwaukee Bucks,MIL,15,123.0,25.0,38.0,32.0,28.0
Washington Wizards,WSH,27,101.0,23.0,31.0,25.0,22.0,Phoenix Suns,PHX,21,115.0,22.0,39.0,26.0,28.0
Brooklyn Nets,BKN,17,107.0,30.0,27.0,28.0,22.0,Golden State Warriors,GS,9,120.0,28.0,31.0,30.0,31.0
Miami Heat,MIA,14,147.0,41.0,22.0,47.0,37.0,Denver Nuggets,DEN,7,123.0,29.0,34.0,36.0,24.0
Toronto Raptors,TOR,28,107.0,18.0,36.0,30.0,23.0,Orlando Magic,ORL,19,106.0,29.0,36.0,29.0,12.0
Chicago Bulls,CHI,4,101.0,23.0,27.0,28.0,23.0,Minnesota Timberwolves,MIN,16,136.0,21.0,34.0,40.0,41.0
Houston Rockets,HOU,10,126.0,30.0,36.0,39.0,21.0,Indiana Pacers,IND,11,119.0,25.0,23.0,30.0,41.0
New Orleans Pelicans,NO,3,125.0,41.0,34.0,28.0,22.0,New York Knicks,NY,18,130.0,37.0,35.0,24.0,34.0
Oklahoma City Thunder,OKC,25,140.0,35.0,35.0,43.0,27.0,Atlanta Hawks,ATL,1,129.0,38.0,36.0,29.0,26.0
San Antonio Spurs,SA,24,101.0,26.0,29.0,23.0,23.0,Cleveland Cavaliers,CLE,5,113.0,25.0,24.0,27.0,37.0
Portland Trail Blazers,POR,22,125.0,42.0,33.0,22.0,28.0,Dallas Mavericks,DAL,6,122.0,29.0,34.0,30.0,29.0
Memphis Grizzlies,MEM,29,136.0,40.0,32.0,28.0,28.0,Philadelphia 76ers,PHI,20,139.0,34.0,38.0,31.0,25.0
Utah Jazz,UTAH,26,119.0,38.0,26.0,32.0,23.0,Boston Celtics,BOS,2,129.0,31.0,28.0,40.0,30.0
Los Angeles Lakers,LAL,13,106.0,30.0,35.0,23.0,18.0,Detroit Pistons,DET,8,128.0,36.0,34.0,26.0,32.0
LA Clippers,LAC,12,131.0,34.0,39.0,27.0,31.0,Sacramento Kings,SAC,23,90.0,20.0,20.0,31.0,19.0
Charlotte Hornets,CHA,30,125.0,30.0,34.0,36.0,25.0,Golden State Warriors,GS,9,132.0,30.0,39.0,29.0,34.0
Atlanta Hawks,ATL,1,126.0,33.0,37.0,28.0,28.0,Minnesota Timberwolves,MIN,16,102.0,26.0,23.0,24.0,29.0
